,ensembl_string,entrez,symbol,mutation_rate,SFARI_listed,SFARI_score,pLI,TADA_BF,krishnan_post,D,D_ens,tadaFdrAscSscExomeSscAgpSmallDel,tadaFdrAscSscExome,tadaFdrAscExome,tadaFdrSscExome,rASD,min_lFDR,Netscore
ENSP00000379946,ENSP00000379946,29998,GLTSCR1,3.52e-05,FALSE,NA,0.997123313976457,1.04619104929475,0.479,0.658163423302675,0.464670033480877,0.868761734036525,0.863452665577915,0.856464841,0.938245474183963,0,0.738461416,19.56872855
ENSP00000382327,ENSP00000382327,56948,SDR39U1,1.489e-05,FALSE,NA,7.40935818071384e-08,0.28464287398763,0.371,0.0155246625383494,-0.089439434091157,0.944037005209774,0.942165773341603,0.946086317,0.787503714863319,0,1,0
ENSP00000385899,ENSP00000385899,221935,SDK1,0.0001242,TRUE,,0.00501599676743558,0.123855999739021,0.494,0.0123941150976242,-0.022868818197317,0.950747072183371,0.948153201302244,0.949903906,0.945033281008345,0,1,0
ENSP00000390941,ENSP00000390941,85300,ATCAY,2.003e-05,FALSE,NA,0.0874733261874534,0.438131640436902,0.495,0.10574215582405,0.339260305706073,0.929084336346073,0.926494833712625,0.937218055,0.928509336099819,1,0.0265397390978308,42.34362154
ENSP00000424176,ENSP00000424176,57119,EPPIN,NA,FALSE,NA,0.000111214074168112,NA,0.502,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000424707,ENSP00000424707,153339,TMEM167A,2.438e-06,FALSE,NA,0.388457895130387,0.530058416179419,0.369,0.0286378126826851,-0.207472437105934,0.881751204689509,0.877662304958821,0.916411274,1,0,1,0
ENSP00000461518,ENSP00000461518,162514,TRPV3,4.24e-05,FALSE,NA,8.74042179448203e-14,0.0675906195324912,0.456,NA,NA,0.950414827863051,0.948171634322582,0.950567867,0.942193236335924,0,1,3.680104831
ENSP00000465432,ENSP00000465432,28974,C19orf53,6.33e-06,FALSE,NA,0.236661551576513,1.45083800635034,0.476,0.00398018212898619,-0.654136637525553,0.789321109214624,0.786773934194126,0.805287147,0.900876319733503,0,1,10.3679967470622
ENSP00000170150,ENSP00000170150,80341,BPIFB2,2.258e-05,FALSE,NA,7.68879584989142e-08,0.55445672128641,0.483,0.0149538539304671,-0.165894874653531,0.929773083266712,0.928368672282076,0.912696102,0.930970574502893,0,1,0
ENSP00000202677,ENSP00000202677,57186,RALGAPA2,6.68e-05,FALSE,NA,8.48775696516084e-06,0.0866224908717587,0.488,0.0144458183314267,-0.035741212591348,0.950500882752457,0.948119017781913,0.950397571,0.903432048197659,0,1,0
ENSP00000215754,ENSP00000215754,4282,MIF,4.21e-06,FALSE,NA,0.0324842227823062,0.525561094210251,0.57,0.0083988621858383,-0.53679184850577,0.886420900899757,0.885988927001203,0.917631066,1,0,1,0
ENSP00000217423,ENSP00000217423,1472,CST4,6.68e-06,FALSE,NA,7.30046884128097e-06,0.665704771213472,0.459,NA,NA,0.894243444933254,0.893147864878942,0.895403637,0.943514831590952,0,1,0
ENSP00000224756,ENSP00000224756,54462,CCSER2,NA,FALSE,NA,0.475105131344699,NA,0.491,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000225235,ENSP00000225235,23232,TBC1D12,2.372e-05,FALSE,NA,0.00264365020875562,1.1895986368871,0.466,0.0400293284959237,-0.035244611228594,0.853889150253718,0.840916672495365,0.843799933,0.873909426989624,0,1,0
ENSP00000231134,ENSP00000231134,26167,PCDHB5,4.88e-05,FALSE,NA,9.45268553121999e-07,1.49724890929652,0.492,0.040946223560898,0.10083823255832,0.838465552332508,0.836692700155995,0.796953533,0.941588376808077,0,1,0
ENSP00000233143,ENSP00000233143,9168,TMSB10,2.322e-06,FALSE,NA,0.124315434010793,0.691876723071198,0.562,0.0228077535653538,-0.212422193548666,0.87657895501297,0.874607692624948,0.890665874,0.922237268970339,0,1,6.99197232008978
ENSP00000236495,ENSP00000236495,200010,SLC5A9,3.27e-05,FALSE,NA,6.41959687057975e-13,0.0880040298072151,0.447,0.0415097887734819,0.160491332110682,0.950105907231598,0.947891744707144,0.950378571,0.891852322804682,0,1,0
ENSP00000245105,ENSP00000245105,54436,SH3TC1,7.22e-05,FALSE,NA,1.08196254711814e-27,0.728148197454404,0.447,0.00876418673326491,-0.028920877582579,0.949478600196172,0.947361627511328,0.886755518,0.94443924279598,0,1,0
ENSP00000257336,ENSP00000257336,54841,BIVM,1.778e-05,FALSE,NA,6.43353311511258e-06,0.586393990615964,0.329,0.0220414059063772,-0.090911787506759,0.924519637677789,0.922226444924317,0.908756901,0.936551322619669,0,1,0
ENSP00000258884,ENSP00000258884,58489,ABHD17C,NA,FALSE,NA,0.84082862967754,NA,0.412,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000262865,ENSP00000262865,671,BPI,2.275e-05,FALSE,NA,8.85642713755215e-09,0.553392899673258,0.447,NA,NA,0.929711487730739,0.928542949044932,0.912811819,0.938489457961536,0,1,0
ENSP00000270235,ENSP00000270235,126147,NTN5,1.6e-05,FALSE,NA,3.27017246498834e-06,0.93554341628698,0.478,0.0656513986522191,0.266377349112767,0.6037384856549,0.592634855073495,0.869568084,0.677259271056967,0,1,1.426210658
ENSP00000297435,ENSP00000297435,1669,DEFA4,4.68e-06,FALSE,NA,0.271968353462833,0.596209806487891,0.448,0.0177107696473114,-0.031618324748342,0.909358864598169,0.909457219424856,0.907226722,0.945888130284553,0,1,1.181594069
ENSP00000297625,ENSP00000297625,57462,KIAA1161,5.86e-05,FALSE,NA,5.13052574184938e-10,0.373715429239028,0.438,0.0270834393941415,-0.245511599540647,0.844751788658809,0.842855294152672,0.942420944,0.674073763859957,0,1,0
ENSP00000299191,ENSP00000299191,123970,C16orf78,1.104e-05,FALSE,NA,4.18701427806165e-06,0.734382118124422,0.485,0.0244644798498613,0.161923666269969,0.881215544381855,0.877943906498926,0.886044384,0.914064554859916,0,1,0
ENSP00000304846,ENSP00000304846,341152,OR2AT4,1.177e-05,FALSE,NA,0.0460851530028238,0.983844984257767,0.447,NA,NA,0.85430891459247,0.85240219944026,0.864633113,0.846044570114943,0,1,0
ENSP00000305964,ENSP00000305964,170712,COX7B2,2.393e-06,FALSE,NA,0.474554621396108,0.699357420676198,0.491,0.00714245019914538,-0.517842895959248,0.899872522766347,0.874589975872104,0.889620343,1,0,1,0
ENSP00000307741,ENSP00000307741,152189,CMTM8,8.09e-06,FALSE,NA,0.847881588243377,0.50218059360557,0.446,0.0712874488038268,-0.198105185718638,0.908794586699365,0.901883268331445,0.924561175,0.906057273702962,0,1,4.824389782
ENSP00000307911,ENSP00000307911,9435,CHST2,3.07e-05,FALSE,NA,0.123805841170553,0.390498481867166,0.494,0.0500640855527822,-0.299119121409023,0.750933662652823,0.746294609843758,0.94139281,0.686856929821362,0,1,32.9237564305338
ENSP00000322108,ENSP00000322108,158401,C9orf84,4.4e-05,FALSE,NA,4.96930426660693e-16,0.391832900770017,0.489,NA,NA,0.943647252780958,0.941138650211978,0.941305328,0.946353359981877,0,0.743095890469313,60.1359492035985
ENSP00000322784,ENSP00000322784,390181,OR5AK2,9.95e-06,FALSE,NA,2.87905465610352e-07,0.561919051045298,0.448,NA,NA,0.921341211139556,0.920322858645362,0.911801103,0.785681183029367,0,1,0
ENSP00000326063,ENSP00000326063,55254,TMEM39A,1.817e-05,FALSE,NA,0.979617998375633,0.584944836972851,0.362,0.114910775969965,-0.213727338099692,0.925205415545509,0.922669531769146,0.908958509,0.863982576035947,0,1,13.8121141603129
ENSP00000327234,ENSP00000327234,145942,TMCO5A,9.75e-06,FALSE,NA,0.000421006608369141,0.743581646705574,0.486,0.0449534590452778,0.28407668462817,0.876542904684076,0.874660801098569,0.885337777,0.910632420712349,0,1,0
ENSP00000327386,ENSP00000327386,400668,PRSS57,1.151e-05,FALSE,NA,1.72723245472858e-07,0.372016304606582,0.446,NA,NA,0.939694955612474,0.937908583687625,0.942512489,0.845030657318727,0,1,0
ENSP00000328277,ENSP00000328277,338707,B4GALNT4,5.15e-05,FALSE,NA,0.816930490785275,0.309301984820127,0.455,0.346619035110979,0.093787618801387,0.943543552136946,0.941659272172435,0.945184276,0.943700499051132,0,1,2.958832783
ENSP00000328347,ENSP00000328347,642273,FAM110C,1.565e-05,FALSE,NA,8.70816981585542e-08,0.695906466327442,0.446,0.0424518560218719,-0.040666022253725,0.900336430153348,0.899158827839562,0.890025536,0.789378358339495,0,1,0
ENSP00000328563,ENSP00000328563,390199,OR4D9,1.225e-05,FALSE,NA,4.8854167946133e-05,0.250783560237012,0.447,NA,NA,0.945153379481323,0.943232935086245,0.947128463,0.669707191394503,0,1,0
ENSP00000331305,ENSP00000331305,10766,TOB2,1.605e-05,FALSE,NA,0.703190337105161,0.459169423407016,0.497,0.133974857121615,0.0685249627463316,0.922471715394944,0.920830052325965,0.934213892,0.923594009494087,0,1,0
ENSP00000331363,ENSP00000331363,374920,C19orf68,NA,FALSE,NA,NA,NA,0.446,0.0268100514202236,0.0454800951085616,NA,NA,NA,NA,0,1,0
ENSP00000331734,ENSP00000331734,53820,RIPPLY3,NA,FALSE,NA,2.12280673958272e-06,NA,0.489,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000338288,ENSP00000338288,122651,RNASE11,7.07e-06,FALSE,NA,0.000992587146927763,0.503293136007419,0.489,NA,NA,0.927550591556565,0.926625480700059,0.924231487,0.826207318216782,0,1,0
ENSP00000342322,ENSP00000342322,51768,TM7SF3,2.011e-05,FALSE,NA,0.0898995981071209,0.894329315785009,0.361,0.0144694976180056,-0.222585086512043,0.869543357823688,0.866606524957946,0.873404477,0.937572296443468,0,1,0
ENSP00000342938,ENSP00000342938,100134938,UPK3BL,1.07e-05,FALSE,NA,NA,0.482094134773436,0.433,0.0105300082824095,-0.2829302808559,0.912036477431412,0.910447621966687,0.929834013,1,0,1,0
ENSP00000345477,ENSP00000345477,6483,ST3GAL2,2.236e-05,FALSE,NA,0.947101298960924,0.872230513805928,0.479,0.3665457384579,0.234409201522131,0.874445331415759,0.869970006350446,0.875437036,0.930803959739959,0,1,0
ENSP00000350409,ENSP00000350409,25972,UNC50,9.73e-06,FALSE,NA,0.0116183072135509,0.302652278961999,0.411,0.00875841048029677,-0.449436864743489,0.942896161627948,0.940964260832214,0.945428972,0.910578444747699,0,1,0
ENSP00000354270,ENSP00000354270,11170,FAM107A,7.24e-06,FALSE,NA,0.00164508891972831,1.43395581979031,0.495,0.00957127374947229,-0.293013881631953,0.79571251367551,0.790652164128604,0.808456085,0.903481979280118,0,0.0926373644422333,27.4208398
ENSP00000354958,ENSP00000354958,10712,FAM189B,2.836e-05,FALSE,NA,0.000482815313135408,2.07180848004137,0.49,0.015238498671112,-0.28075947477193,0.756014713311858,0.751921807724385,0.741755764,0.819339029970638,0,1,0
ENSP00000355022,ENSP00000355022,80178,C16orf59,1.861e-05,FALSE,NA,1.91727702821914e-08,1.46968529362765,0.355,0.00764430134040586,-0.352531183825334,0.806014569154487,0.804484196153989,0.801825793,0.942628850644604,0,1,0
ENSP00000356263,ENSP00000356263,79624,C6orf211,1.484e-05,FALSE,NA,5.45635216419942e-07,0.410741589214291,0.453,0.0856542216010122,0.487938671075338,0.938183193116009,0.936387455987613,0.939813697,0.856177017774227,0,0.731486211,97.63655082
ENSP00000356846,ENSP00000356846,84944,MAEL,1.606e-05,FALSE,NA,0.0212546382876771,0.459270157079792,0.494,0.0223828212481066,-0.045744985390202,0.924104799741702,0.920805863364503,0.934191855,0.935614562661029,0,1,29.1710151352717
ENSP00000357900,ENSP00000357900,50624,CUZD1,2.125e-05,FALSE,NA,5.27752199889402e-06,0.570206227580185,0.491,0.0165462649857168,-0.02559535765207,0.927782594615647,0.926191727296639,0.910868218,0.922745395288014,0,1,0
ENSP00000358430,ENSP00000358430,6975,TECTB,1.431e-05,FALSE,NA,5.94966588308075e-09,1.11283104786184,0.488,0.00862924952215908,-0.238065400848108,0.842003182007762,0.839799151625536,0.850216474,0.854415856480152,0,1,0
ENSP00000359310,ENSP00000359310,158511,CSAG1,3.086e-06,FALSE,NA,0.000227012408951511,0.410204917790675,0.443,NA,NA,0.935548643689443,0.933909872045487,0.939876061,0.931537736214868,0,1,0
ENSP00000359401,ENSP00000359401,388649,C1orf146,5.25e-06,FALSE,NA,0.0240479302432628,0.399813730738929,0.438,NA,NA,0.937221942115872,0.935144062510672,0.940733988,0.92636031598933,0,1,0
ENSP00000359571,ENSP00000359571,347487,CXorf66,1.219e-05,FALSE,NA,0.0183930362804906,0.624872441589189,0.444,NA,NA,0.913491714068023,0.911761938837505,0.903149375,0.917053407322618,0,1,0
ENSP00000359940,ENSP00000359940,3547,IGSF1,4.93e-05,FALSE,NA,0.996859546493677,0.413656974514572,0.495,0.101287008580032,-0.178972524045945,0.942911906497083,0.940953676292279,0.939557672,0.940482408779193,0,1,3.03526275770485
ENSP00000360381,ENSP00000360381,200008,CDCP2,2.116e-05,FALSE,NA,6.92291104064707e-10,0.0756117570935529,0.443,NA,NA,0.950170922201276,0.947949008214876,0.950505095,0.870155747524063,0,1,0
