ensembl_string,entrez,symbol,mutation_rate,SFARI_listed,SFARI_score,pLI,forecASD,STRING_score,BrainSpan_score,STRING+BrainSpan_RF,krishnan_post,D_ens,D,TADA_BF,tadaFdrAscSscExomeSscAgpSmallDel,tadaFdrAscSscExome,tadaFdrAscExome,tadaFdrSscExome,rASD,min_lFDR,Netscore
ENSP00000269701,10270,AKAP8,0.0000406,FALSE,NA,0.982554657,0.314,0.452,0.509,0.813,0.458,0.280078527,0.297689486,0.523421834,0.937474301,0.935515372,0.918321132,0.939790527,0,1,5.324109123
ENSP00000323913,84675,TRIM55,0.00002034,FALSE,NA,0.000207996,0.314,0.444,0.065,0.212,0.49,NA,NA,0.515671841,0.731249019,0.723822699,0.920681739,0.505592683,0,1,0
ENSP00000309198,9690,UBE3C,0.0000449,TRUE,3,0.999999273,0.314,0.400,0.487,0.290,0.486,0.503212575,0.359601706,1.481092874,0.817293615,0.803072081,0.799630503,0.72013392,0,1,0
ENSP00000273063,6508,SLC4A3,0.0000683,FALSE,NA,0.21842022,0.314,0.380,0.531,0.382,0.609,0.097129444,0.095372219,0.386204492,0.945176134,0.943207263,0.941628277,0.936802115,0,0.770348579,77.44965159
ENSP00000328103,56478,EIF4ENIF1,0.0000385,FALSE,NA,0.999689054,0.314,0.376,0.475,0.381,0.5,0.539968264,0.455144156,0.359021809,0.940326816,0.937984415,0.943168325,0.93923729,0,1,2.10152133
ENSP00000325074,5520,PPP2R2A,0.00001478,FALSE,NA,0.959642692,0.314,0.374,0.385,0.093,0.561,0.586495856,0.389862357,0.465157589,0.924024873,0.918928198,0.933144115,0.921688489,0,0.76149481,67.67624635
ENSP00000309474,5707,PSMD1,0.00003428,FALSE,NA,0.999999203,0.314,0.356,0.516,0.404,0.571,0.501294272,0.274691694,0.131346687,0.949601958,0.947323365,0.949793744,0.937923687,0,1,20.00747439
ENSP00000339957,55031,USP47,0.0000431,FALSE,NA,0.999999875,0.314,0.352,0.766,0.696,0.447,0.548182752,0.460272753,0.441408033,0.94227286,0.939329943,0.936839492,0.940408678,0,1,19.86907496
ENSP00000349351,23299,BICD2,0.0000527,FALSE,NA,0.332593897,0.314,0.346,0.802,0.655,0.499,0.017347586,-0.656213253,0.30528752,0.944219453,0.94192339,0.945352545,0.942223877,0,0.072904722,53.66041604
ENSP00000256039,84332,DYDC2,0.00000545,TRUE,4,0.02331224,0.314,0.334,0.288,0.070,0.491,0.004274238,-0.585072895,1.995671998,0.732558561,0.728073773,0.747713507,0.898217586,0,1,0
ENSP00000360305,9124,PDLIM1,0.00001444,FALSE,NA,1.38008E-05,0.314,0.318,0.014,0.107,0.333,0.043042217,0.195172166,2.150232524,0.683075146,0.672577828,0.732897304,0.629681214,1,0.013040266,11.07992273
ENSP00000356429,5996,RGS1,0.00000688,FALSE,NA,0.635710552,0.314,0.304,0.048,0.078,0.486,0.060499573,-0.048278303,3.104824764,0.63865949,0.630893177,0.642166351,0.902415226,0,1,6.787754353
ENSP00000360065,79819,WDR78,0.00002916,FALSE,NA,7.87926E-11,0.314,0.232,0.068,0.003,0.495,0.022501353,0.050065244,2.437927952,0.741860002,0.726513693,0.695590855,0.945128948,0,1,1.686830291
ENSP00000253159,7776,ZNF236,0.0000912,FALSE,NA,0.999998364,0.314,0.210,0.824,0.565,0.549,0.749233928,0.48208481,0.2001489,0.923645706,0.946584517,0.948485503,0.936135875,0,1,0
ENSP00000280187,2823,GPM6A,0.00001113,FALSE,NA,0.952961852,0.314,0.180,0.394,0.125,0.639,0.507236111,0.465612359,0.485467834,0.931738858,0.911201697,0.928909472,0.9143189,0,0.428690939,16.08620962
ENSP00000239830,84318,CCDC77,0.00001796,FALSE,NA,9.40309E-15,0.314,0.146,0.351,0.403,0.414,0.013644149,-0.157966513,7.892506459,0.506410597,0.493177621,0.472759865,0.908507463,0,1,0
ENSP00000305647,10791,VAMP5,0.00000615,FALSE,NA,0.051619746,0.312,0.498,0.144,0.584,0.341,0.009114856,-0.392927434,2.814421687,0.657029758,0.648723515,0.662339922,0.941581787,0,1,9.018969783
ENSP00000385571,28996,HIPK2,0.0000601,FALSE,NA,0.99834642,0.312,0.492,0.207,0.667,0.498,0.237585234,-0.074566207,0.288646244,0.946268789,0.94308399,0.945934259,0.944373585,0,1,0.944642359
ENSP00000353624,8366,HIST1H4B,0.00000829,FALSE,NA,0.008541827,0.312,0.480,0.077,0.371,0.489,NA,NA,0.169530943,0.947792399,0.945763033,0.94912066,0.716900332,1,0.01135976,29.13838224
ENSP00000318297,8607,RUVBL1,0.00001986,FALSE,NA,0.99889769,0.312,0.474,0.277,0.668,0.072,0.586721901,0.39563432,0.439102834,0.929292205,0.926379532,0.937143358,0.928351425,0,0.621968033,104.0421228
ENSP00000299163,55662,HIF1AN,0.00001304,FALSE,NA,0.867690855,0.312,0.450,0.476,0.616,0.411,0.313416308,0.185960842,0.366170265,0.940360076,0.938511225,0.94280414,0.872470521,0,1,0
ENSP00000362931,6732,SRPK1,0.00002247,FALSE,NA,0.000394807,0.312,0.442,0.639,0.771,0.417,0.113236143,0.508899483,0.16607154,0.948610486,0.946374769,0.949189891,0.941770488,0,0.389357774,141.7169529
ENSP00000305976,23235,SIK2,0.0000367,FALSE,NA,0.999836809,0.312,0.422,0.359,0.388,0.447,0.581422036,0.444518677,0.363483775,0.940795682,0.937427774,0.942928893,0.938717952,0,1,2.158554332
ENSP00000360157,27022,FOXD3,0.00001771,FALSE,NA,NA,0.312,0.398,0.018,0.100,0.498,0.0219879,-0.024690551,2.688792775,0.69168265,0.686275714,0.674990684,0.925751346,0,1,0
ENSP00000261712,5717,PSMD11,0.0000174,FALSE,NA,0.999745809,0.312,0.380,0.546,0.352,0.57,0.543730575,0.364961076,1.279639796,0.829592991,0.825402188,0.834109185,0.925370302,0,0.43474849,39.89313043
ENSP00000342105,8445,DYRK2,0.00002961,FALSE,NA,0.979337329,0.312,0.364,0.606,0.292,0.495,0.439624129,0.289843004,0.394720439,0.935836282,0.934152096,0.941110521,0.935847069,0,1,0
ENSP00000356579,9857,CEP350,0.0000997,FALSE,NA,0.99999639,0.312,0.328,0.777,0.645,0.579,0.28281417,0.461320744,0.988310846,0.936524194,0.931427246,0.864088269,0.945374587,0,1,5.649915254
ENSP00000229268,8078,USP5,0.0000424,FALSE,NA,0.996309625,0.312,0.324,0.402,0.118,0.484,0.510293652,0.232510024,0.443705778,0.94103113,0.939171637,0.936508744,0.942661721,0,0.086421611,60.88486225
ENSP00000254336,79173,C19orf57,0.00002816,FALSE,NA,7.18269E-05,0.312,0.210,0.305,0.116,0.493,0.008843837,-0.274134966,2.185990421,0.749325005,0.743633086,0.729459502,0.940047761,0,1,1.581341393
ENSP00000171214,50700,RDH8,0.00001733,FALSE,NA,3.7279E-05,0.312,0.142,0.101,0.000,0.479,NA,NA,3.127314622,0.657250039,0.64895423,0.64026607,0.572097826,0,1,4.478362321
ENSP00000354707,128368,OR10Z1,0.00001054,FALSE,NA,0.00736423,0.312,0.068,0.005,0.000,0.448,NA,NA,0.498247722,0.436308508,0.431719852,0.925683937,0.321279505,0,1,0
ENSP00000250113,9513,FXR2,0.00002945,FALSE,NA,0.999770109,0.312,0.471,0.425,0.618,0.531,0.209482727,-0.115591454,0.397123865,0.935874032,0.93395037,0.940928829,0.935759486,0,1,0
ENSP00000257552,4440,MSI1,0.00001759,FALSE,NA,0.997146451,0.310,0.558,0.282,0.760,0.54,0.121948944,-0.377695918,0.789712364,0.878834043,0.875276192,0.881272369,0.925625055,0,0.687514619,55.11216031
ENSP00000307321,3226,HOXC10,0.0000213,FALSE,NA,0.648346218,0.310,0.558,0.297,0.811,0.493,NA,NA,0.431865777,0.929405352,0.927983143,0.937958014,0.929861075,0,1,0
ENSP00000264638,8506,CNTNAP1,0.0000785,FALSE,NA,0.004108758,0.310,0.534,0.086,0.543,0.57,0.054483032,-0.153304373,0.756978387,0.934469598,0.932710371,0.884032519,0.944290027,0,0.792909448,90.84264684
ENSP00000257118,1912,PHC2,0.0000408,FALSE,NA,0.205656048,0.310,0.512,0.417,0.855,0.499,0.075718593,0.04087147,1.364338705,0.845630473,0.840515386,0.821774981,0.93985387,0,1,0
ENSP00000200453,23645,PPP1R15A,0.00002839,FALSE,NA,3.34189E-09,0.310,0.506,0.319,0.772,0.498,0.003875957,-0.545623854,0.23613207,0.946798866,0.944785106,0.947556063,0.930762108,0,1,0.957108127
ENSP00000364589,8451,CUL4A,0.00002858,FALSE,NA,0.999412877,0.310,0.462,0.518,0.750,0.329,0.499457931,0.320433128,0.519072278,0.935535942,0.933028947,0.919616631,0.935319545,0,1,0.997211944
ENSP00000311747,10432,RBM14,0.0000433,FALSE,NA,0.98790765,0.310,0.436,0.565,0.619,0.443,0.665326458,0.501722599,1.943836693,0.798641299,0.795524496,0.752763495,0.940448913,0,1,0
ENSP00000366604,7536,SF1,NA,FALSE,NA,0.998855017,0.310,0.404,0.634,0.377,0.493,0.590616915,0.332572257,NA,NA,NA,NA,NA,0,1,31.30263041
ENSP00000369981,6456,SH3GL2,0.00001268,FALSE,NA,0.916295307,0.310,0.402,0.289,0.235,0.608,0.340765885,0.321885984,0.62143646,0.923067257,0.91300955,0.903656981,0.917985342,0,0.385722848,107.7392894
ENSP00000264360,57575,PCDH10,0.0000689,TRUE,4,0.894430213,0.310,0.398,0.541,0.264,0.567,0.333781993,-0.019254786,0.25895033,0.946732228,0.944562666,0.946850382,0.944005381,0,0.681778191,26.48938705
ENSP00000360076,84251,SGIP1,0.00003278,FALSE,NA,0.999651093,0.310,0.338,0.464,0.220,0.558,0.388182381,0.484569798,1.698897128,0.780120203,0.756151592,0.774356222,0.937369597,0,1,0
ENSP00000381129,2868,GRK4,0.00002375,FALSE,NA,5.69042E-07,0.310,0.300,0.402,0.281,0.493,0.004181231,-0.497669797,0.994522138,0.61134207,0.596077704,0.863023912,1,0,1,0
ENSP00000053867,2896,GRN,0.00003105,FALSE,NA,0.060278429,0.310,0.284,0.254,0.014,0.485,0.041460588,0.100201213,2.125228054,0.754958943,0.751246845,0.735671851,0.936621131,0,1,12.82053868
ENSP00000431265,284406,ZFP82,0.00001789,FALSE,NA,0.0523308,0.310,0.212,0.759,0.433,0.454,0.080673177,0.255236467,2.105553621,0.74164209,0.736229752,0.738100628,0.936611172,0,1,2.134305329
ENSP00000355013,9646,CTR9,0.0000463,FALSE,NA,0.999999447,0.310,0.413,0.668,0.503,0.446,0.628991029,0.332007497,1.878568167,0.810205095,0.807526641,0.758640022,0.943191972,0,0.582233239,29.0258324
ENSP00000362948,54797,MED18,0.00000893,FALSE,NA,0.000448334,0.308,0.696,0.219,0.693,0.413,0.078699589,0.300590505,0.492100989,0.930272436,0.928734594,0.927251293,0.93043096,0,1,0
ENSP00000329357,6667,SP1,0.00002812,FALSE,NA,0.997637149,0.308,0.568,0.300,0.789,0.447,0.267331544,0.191827057,0.399489351,0.935465977,0.933391779,0.940765349,0.935036923,0,1,0.9938064
ENSP00000295897,213,ALB,0.0000223,FALSE,NA,0.985726825,0.308,0.526,0.135,0.684,0.495,0.160379632,-0.001349027,0.423610782,0.938858933,0.93700448,0.938738628,0.871891194,0,1,0
ENSP00000355809,55740,ENAH,0.00002092,FALSE,NA,0.995700037,0.308,0.484,0.562,0.870,0.503,0.09436438,-0.333322511,0.433117426,0.933841985,0.927645867,0.937785961,0.929402779,0,1,4.314634498
ENSP00000365630,158158,RASEF,0.00002834,FALSE,NA,3.27123E-05,0.308,0.484,0.243,0.693,0.453,0.025065032,0.023558653,2.193843157,0.75291435,0.742904938,0.728433501,0.943760365,0,1,0
ENSP00000461785,10966,RAB40B,0.00001921,FALSE,NA,0.00383601,0.308,0.464,0.128,0.393,0.494,0.109473601,0.428106165,0.308820015,0.943686091,0.941630437,0.945212716,0.944866408,0,0.40676364,38.919157
ENSP00000257017,9363,RAB33A,0.00001297,FALSE,NA,0.713538247,0.308,0.430,0.280,0.440,0.564,0.348752117,0.324282989,0.475118299,0.917525256,0.915712894,0.931347782,0.918594337,0,1,0
ENSP00000312649,133522,PPARGC1B,0.0000478,FALSE,NA,0.934054614,0.308,0.416,0.158,0.258,0.444,0.408167366,0.51159913,0.323547804,0.823078355,0.814841426,0.944628525,0.634843736,0,1,0
ENSP00000306070,11162,NUDT6,0.00001578,FALSE,NA,0.000761662,0.308,0.394,0.148,0.041,0.384,0.004984304,-0.497847045,5.867469983,0.545003152,0.532351236,0.521578489,0.923169205,0,1,0
ENSP00000262904,1871,E2F3,0.00002309,FALSE,NA,0.842457846,0.308,0.382,0.467,0.376,0.545,0.385024075,0.299067129,0.423395427,0.932864221,0.929579118,0.938754214,0.931391044,0,1,0
ENSP00000228347,55703,POLR3B,0.0000455,FALSE,NA,2.72991E-09,0.308,0.378,0.555,0.387,0.366,0.059775865,-0.009927373,3.0722967,0.728828611,0.702583918,0.64496476,0.909659155,0,0.613521833,121.378513
ENSP00000297239,94120,SYTL3,0.00002368,FALSE,NA,2.13951E-17,0.308,0.370,0.539,0.239,0.49,0.008655449,-0.118452934,3.03957873,0.681614287,0.662338655,0.647104307,0.873823461,0,1,0
ENSP00000377958,10575,CCT4,0.00002045,TRUE,3,0.99918405,0.308,0.370,0.271,0.076,0.447,0.231268906,0.107935534,2.045851134,0.749426301,0.744664529,0.744030281,0.868857955,0,0.318998305,64.96572017
ENSP00000365233,7174,TPP2,0.0000464,FALSE,NA,0.999863189,0.308,0.334,0.684,0.392,0.447,0.438141253,0.201165031,0.32329687,0.945749512,0.943371438,0.944637338,0.912186573,0,0.759361853,66.32237143
ENSP00000377040,10157,AASS,0.00003412,FALSE,NA,1.35532E-06,0.308,0.294,0.194,0.041,0.494,0.012553696,-0.200643111,0.492215695,0.765295216,0.755135352,0.927213,0.682650541,0,0.086757686,30.52635551
ENSP00000452776,9990,SLC12A6,0.0000463,FALSE,NA,0.978179973,0.308,0.280,0.903,0.722,0.482,0.507545541,0.279232416,0.666665808,0.932266205,0.928335184,0.895180169,0.941123848,0,0.326751285,11.57646876
ENSP00000272227,10130,PDIA6,0.00001929,FALSE,NA,0.120591092,0.308,0.248,0.278,0.001,0.33,0.028349468,-0.050169372,4.126340231,0.617528709,0.606329415,0.593992757,0.649275973,0,1,0
ENSP00000358142,9900,SV2A,0.0000365,FALSE,NA,0.578982695,0.308,0.224,0.451,0.055,0.608,0.344727221,0.43338426,0.364395393,0.939223861,0.937350895,0.942876764,0.941774875,0,1,11.2254396
ENSP00000266560,83758,RBP5,0.00000647,FALSE,NA,0.00181921,0.308,0.192,0.269,0.004,0.447,NA,NA,4.082033257,0.594584346,0.584574915,0.596044585,0.859424669,0,1,2.087604442
ENSP00000316681,85459,KIAA1731,0.00010021,FALSE,NA,0.002879756,0.308,0.158,0.595,0.124,0.411,0.023277266,0.010371315,0.743636286,0.481917321,0.466618039,0.885322968,1,0,1,0
ENSP00000301698,388199,PRR25,0.00001767,FALSE,NA,3.12897E-06,0.308,0.138,0.126,0.000,0.424,NA,NA,6.238060018,0.535198102,0.523691596,0.516621502,0.940824967,0,1,0
ENSP00000334068,138802,OR13C8,0.00001167,FALSE,NA,0.012318064,0.308,0.090,0.022,0.000,0.447,NA,NA,7.834485809,0.488919762,0.482567619,0.476393138,0.945878189,0,1,0
ENSP00000299927,9640,ZNF592,0.0000564,FALSE,NA,0.949422558,0.306,0.336,0.551,0.114,0.49,0.389049335,0.363065276,0.380292416,0.944760457,0.942492877,0.942033938,0.942738402,0,1,19.34780884
ENSP00000225504,6827,SUPT4H1,0.00000554,FALSE,NA,0.33844726,0.306,0.564,0.141,0.639,0.495,0.018161733,-0.475352652,0.511467229,0.893767466,0.892565219,0.921969241,0.818714336,0,0.582725436,50.08167788
ENSP00000323670,51341,ZBTB7A,0.0000376,FALSE,NA,NA,0.306,0.542,0.075,0.619,0.515,0.031329616,0.100877712,0.360049506,0.939768179,0.937764945,0.943118754,0.938977328,0,1,0
ENSP00000258499,84101,USP44,0.00002607,FALSE,NA,1.46115E-09,0.306,0.526,0.127,0.637,0.495,NA,NA,0.230559338,0.946968963,0.944843191,0.947712698,0.924834823,0,1,0
ENSP00000355094,9444,QKI,0.00001281,FALSE,NA,0.963163356,0.306,0.524,0.187,0.721,0.74,0.159464673,-0.24077592,0.619998508,0.924123572,0.913370919,0.903954417,0.918252342,0,1,12.61233628
ENSP00000421180,55534,MAML3,0.0000443,FALSE,NA,0.329895048,0.306,0.490,0.506,0.899,0.486,NA,NA,0.332097866,0.947433929,0.942963089,0.944306197,0.940696194,0,1,2.211806862
ENSP00000355865,5071,PARK2,0.00002214,TRUE,3,0.021808832,0.306,0.462,0.216,0.739,0.577,0.002757509,-0.651857865,0.198918782,0.950728936,0.945513693,0.948516242,0.930610125,0,1,1.925142812
ENSP00000242577,8655,DYNLL1,0.00000447,FALSE,NA,0.696580483,0.306,0.460,0.317,0.661,0.569,0.285291352,0.262823776,1.465912689,0.784503334,0.779065914,0.802583165,1,0,1,0
ENSP00000418960,672,BRCA1,0.0000612,FALSE,NA,3.28742E-20,0.306,0.450,0.014,0.209,0.361,0.010375428,-0.161711889,0.173474523,0.723567906,0.710545121,0.949042607,0.501785333,0,0.717848179,33.91426696
ENSP00000429430,57451,TENM2,NA,FALSE,NA,0.99995109,0.306,0.444,0.718,0.761,0.498,NA,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000343463,10746,MAP3K2,0.00002076,FALSE,NA,0.999560917,0.306,0.410,0.759,0.757,0.456,0.47926941,0.473519159,0.434708732,0.930120892,0.927420108,0.937604502,0.929240827,0,1,5.941209114
ENSP00000303476,83660,TLN2,0.0001243,FALSE,NA,0.999853231,0.306,0.364,0.480,0.364,0.565,0.352570995,0.288421646,0.139926634,0.950351748,0.948063935,0.949650004,0.945042598,0,1,12.67105129
ENSP00000336856,10363,HMG20A,0.00001427,FALSE,NA,0.932476251,0.306,0.336,0.820,0.651,0.499,0.503645716,0.504751823,0.468310644,0.922476689,0.918129481,0.932600196,0.920946501,0,1,1.530067588
ENSP00000305702,146212,KCTD19,0.0000372,FALSE,NA,3.33892E-08,0.306,0.328,0.065,0.096,0.452,NA,NA,4.599325887,0.620819362,0.608941298,0.569794065,0.725090981,0,1,0
ENSP00000336528,8856,NR1I2,0.0000185,FALSE,NA,0.000129417,0.306,0.314,0.285,0.100,0.492,0.014562795,-0.097104987,2.093797712,0.739550672,0.737990003,0.739158914,1,0,1,19.65739831
ENSP00000349677,50859,SPOCK3,0.00001254,FALSE,NA,0.495144484,0.306,0.242,0.118,0.000,0.608,0.065891334,0.025974701,0.47643738,0.93773988,0.914869748,0.931078865,0.84875159,0,0.229064227,84.24883179
ENSP00000264677,5276,SERPINI2,0.00001212,FALSE,NA,1.99905E-10,0.306,0.182,0.163,0.003,0.495,0.019253246,-0.064388695,1.847711872,0.754862405,0.748897981,0.76076497,0.780160485,0,1,33.53820782
ENSP00000378328,124930,ANKRD13B,0.00002905,FALSE,NA,0.970860716,0.306,0.168,0.516,0.238,0.485,0.60038561,0.379261675,0.395992881,0.935820541,0.933941029,0.941015033,0.935549591,0,0.409826225,59.154274
ENSP00000355932,79805,VASH2,0.00001333,FALSE,NA,0.819582565,0.305,0.199,0.599,0.257,0.489,0.040412112,-0.453870128,2.220136951,0.725729614,0.719786217,0.724979884,0.919387402,0,0.060274593,19.44707012
ENSP00000271657,5298,PI4KB,0.0000355,FALSE,NA,0.998716211,0.305,0.346,0.439,0.098,0.495,0.530407858,0.213050656,0.367813713,0.93909786,0.936961326,0.942726878,0.938346566,0,1,45.18146605
ENSP00000263121,6598,SMARCB1,0.0000208,FALSE,NA,0.996807634,0.304,0.538,0.245,0.708,0.447,0.563166637,0.232611028,0.434301698,0.929618832,0.927443148,0.937661527,0.929275388,0,0.80500458,19.62535604
ENSP00000381148,10106,CTDSP2,0.00001294,FALSE,NA,0.397665011,0.304,0.536,0.274,0.742,0.492,0.102775982,0.082437951,0.474826849,0.918193161,0.915598009,0.931397634,0.850158798,0,1,3.24367823
ENSP00000368459,26747,NUFIP1,0.00002128,FALSE,NA,3.91687E-06,0.304,0.534,0.754,0.960,0.445,0.01517737,-0.034918356,0.43284528,0.93084475,0.927873669,0.937821015,0.94301883,0,1,13.19229262
ENSP00000389381,404281,YY2,0.00002035,FALSE,NA,0.383414003,0.304,0.526,0.457,0.890,0.491,NA,NA,0.436994017,0.92820048,0.92692413,0.937331054,0.92885003,0,1,0
ENSP00000354560,22920,KIFAP3,0.00002481,FALSE,NA,0.001971549,0.304,0.466,0.564,0.760,0.439,0.128743431,0.502863964,0.319793441,0.944788414,0.941764003,0.944782653,0.932844192,0,0.72014791,73.12514298
ENSP00000294409,10691,GMEB1,0.00002047,FALSE,NA,0.960593932,0.304,0.464,0.562,0.697,0.445,0.549921717,0.517211243,0.436211321,0.930060047,0.927076132,0.937435325,0.928951892,0,1,0
ENSP00000429065,55756,INTS9,0.00003028,FALSE,NA,2.00066E-06,0.304,0.414,0.484,0.301,0.328,0.068770516,0.254731441,2.501561085,0.739328115,0.723698887,0.686962632,0.932576079,0,0.791829169,54.18103098
ENSP00000386541,10213,PSMD14,0.00000967,FALSE,NA,0.790099057,0.304,0.362,0.413,0.252,0.615,0.288161002,0.106451813,0.487807469,0.916950155,0.907180263,0.928372344,1,0,0.646264558,164.6131188
ENSP00000311579,8658,TNKS,0.0000607,FALSE,NA,0.777115954,0.304,0.352,0.766,0.696,0.505,0.334573102,0.292900884,0.222444143,0.948863585,0.946364685,0.94793917,0.93222636,0,0.15502606,15.48226082
ENSP00000263816,4036,LRP2,0.000187526,TRUE,4,1,0.304,0.346,0.150,0.007,0.572,0.229156119,-0.020202855,0.376476431,0.777348128,0.752017878,0.942257892,0.677521827,0,1,1.448861259
ENSP00000368824,22866,CNKSR2,0.0000369,TRUE,3,0.999748049,0.304,0.340,0.431,0.083,0.597,0.757634965,0.636258002,0.358692345,0.942780571,0.937541427,0.943179584,0.938775995,0,1,0
ENSP00000261244,9786,KIAA0586,0.000046,FALSE,NA,1.44868E-12,0.304,0.326,0.882,0.715,0.354,0.022042216,0.277131833,0.136980029,0.949703356,0.947415274,0.949704685,0.943860385,0,0.454517931,64.45994129
ENSP00000438284,10846,PDE10A,0.00003086,FALSE,NA,0.998485351,0.304,0.320,0.367,0.098,0.572,0.574423029,0.320650164,1.100086223,0.873935788,0.856009929,0.851287006,0.940662854,0,0.424917438,96.75486315
ENSP00000284951,80343,SEL1L2,0.00002454,FALSE,NA,2.69129E-11,0.304,0.296,0.389,0.172,0.477,0.010279876,-0.210738175,3.891364453,0.637908427,0.617985846,0.604029142,0.848125432,0,1,0
ENSP00000164640,57595,PDZD4,0.0000467,TRUE,5,0.930873832,0.304,0.208,0.541,0.107,0.492,0.56908491,0.365719578,0.325501628,0.942706863,0.940603379,0.944557981,0.943253352,0,1,27.29545074
ENSP00000265272,9832,JAKMIP2,0.00003186,FALSE,NA,0.999936528,0.304,0.206,0.786,0.532,0.573,0.554768693,0.287303776,0.382660263,0.939846879,0.935512392,0.941871364,0.882940807,0,1,1.79785493
ENSP00000417583,81849,ST6GALNAC5,0.00001585,FALSE,NA,0.852521023,0.304,0.170,0.458,0.233,0.61,0.24335954,0.201276209,0.600933842,0.929001562,0.918897256,0.906621354,0.859071287,0,0.734558763,66.49907012
ENSP00000282296,90233,ZNF551,0.00002242,FALSE,NA,6.09497E-07,0.304,0.164,0.535,0.194,0.405,0.040865642,0.293809062,3.407613409,0.642364501,0.636257314,0.629054331,0.940377364,0,1,0
ENSP00000261862,79875,THSD4,0.0000455,FALSE,NA,0.001818272,0.304,0.118,0.170,0.000,0.495,0.01559791,-0.090353404,1.100150434,0.739772827,0.615757855,0.851231159,0.62625241,0,0.613713398,16.46315855
ENSP00000297183,54882,ANKHD1,0.0000892,FALSE,NA,1,0.303,0.402,0.517,0.401,0.475,0.716052432,0.550811046,0.205131714,0.948765287,0.946460587,0.948375867,0.945201743,0,1,1.72183061
ENSP00000449960,57658,CALCOCO1,0.00002746,FALSE,NA,0.171891881,0.303,0.490,0.318,0.559,0.412,0.069641067,0.254163774,0.355561014,0.942664688,0.940749546,0.943374873,0.934648242,0,0.42118334,102.7510299
ENSP00000262188,6604,SMARCD3,0.00001957,FALSE,NA,0.231918432,0.302,0.562,0.244,0.648,0.485,0.077705951,-0.045873045,0.449499129,0.926594588,0.924715677,0.935694337,0.867074307,0,0.810559746,19.39450838
ENSP00000306245,2353,FOS,0.00001946,FALSE,NA,0.435710741,0.302,0.550,0.076,0.631,0.51,0.216441597,0.388123527,0.440996145,0.927106188,0.925966397,0.936901142,0.927918535,0,1,12.6906862
ENSP00000412566,6628,SNRPB,0.00000999,FALSE,NA,0.691451245,0.302,0.536,0.124,0.610,0.572,0.278077046,0.28729496,0.491372314,0.909282163,0.908068231,0.927450254,0.911353961,0,1,0
ENSP00000286122,54971,BANP,0.0000313,FALSE,NA,0.958647668,0.302,0.486,0.470,0.878,0.412,0.287119936,0.026564927,0.385197477,0.938256607,0.935198208,0.941707963,0.936760092,0,1,9.785761962
ENSP00000286067,26148,C10orf12,0.0000459,FALSE,NA,0.979876887,0.302,0.470,0.681,0.900,0.491,NA,NA,0.670389879,0.929135452,0.927881232,0.894477558,0.941013366,0,0.543915976,31.35680944
ENSP00000297316,64321,SOX17,0.00002243,FALSE,NA,0.866918773,0.302,0.420,0.191,0.460,0.495,0.348478436,0.144598572,0.426647355,0.930362978,0.928979786,0.938440755,0.930855356,0,1,0
ENSP00000369703,7280,TUBB2A,0.0000296,FALSE,NA,NA,0.302,0.410,0.369,0.286,0.566,0.016018403,-0.136160965,0.389196593,0.935826839,0.934244824,0.941454164,1,0,0.683808489,53.17662933
ENSP00000304994,1602,DACH1,0.00002665,FALSE,NA,0.995944076,0.302,0.390,0.052,0.215,0.601,0.381954921,0.100165027,0.406295176,0.941673806,0.932453881,0.940229815,0.934178728,0,0.673756963,27.89139113
ENSP00000334314,2009,EML1,0.0000378,TRUE,5,0.99944646,0.302,0.332,0.758,0.649,0.49,0.433107793,0.222042538,0.354928667,0.944485291,0.941727366,0.943392781,0.937028494,0,1,26.0511739
ENSP00000336994,1209,CLPTM1,0.0000385,FALSE,NA,0.980483077,0.302,0.314,0.103,0.037,0.609,0.455268915,0.180933082,0.2748403,0.946378121,0.944248647,0.946398896,0.877183485,0,1,21.56462813
ENSP00000384551,30010,NXPH1,0.00001038,TRUE,4,0.555861072,0.302,0.296,0.436,0.201,0.568,0.047825113,-0.174304131,0.637448054,0.272831306,0.906328891,0.900535348,0.912431848,0,1,10.82361325
ENSP00000320503,80153,EDC3,0.00002097,FALSE,NA,0.635930663,0.302,0.292,0.497,0.359,0.413,0.472468781,0.627110867,0.429777159,0.939103599,0.936486497,0.938173974,0.929471311,0,0.796745045,59.50837801
ENSP00000310094,9344,TAOK2,0.0000627,FALSE,NA,0.998764492,0.302,0.242,0.551,0.108,0.497,0.443696663,0.162116174,0.246847079,0.948098665,0.945994594,0.947278191,0.945634752,0,0.763743312,35.37890527
ENSP00000355837,388743,CAPN8,0.0000232,FALSE,NA,0.015180936,0.302,0.228,0.133,0.003,0.447,0.031667861,0.186654425,0.418267672,0.463557996,0.438519797,0.939184372,1,0,1,0
ENSP00000324741,55262,C7orf43,0.00002026,FALSE,NA,0.300413007,0.302,0.194,0.568,0.183,0.422,0.090701384,0.049406286,3.012920707,0.671071163,0.663590022,0.650098782,0.928722892,0,1,8.970539282
ENSP00000359630,577,BAI3,0.0000575,FALSE,NA,0.999999966,0.302,0.170,0.603,0.161,0.615,0.368626433,0.286236158,1.657966712,0.924588962,0.838630395,0.779106757,0.749399705,0,1,1.14023606
